Row Number,Column Number,Frequency
0,0,24
0,1,11
0,2,5
0,3,0
0,4,3
0,5,4
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
1,0,0
1,1,0
1,2,2
1,3,13
1,4,2
1,5,7
1,6,5
1,7,4
1,8,7
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,0
1,20,0
1,21,0
1,22,0
1,23,0
1,24,0
1,25,0
1,26,0
1,27,0
1,28,0
1,29,0
1,30,0
1,31,0
1,32,0
1,33,0
1,34,0
1,35,0
1,36,0
1,37,0
1,38,0
1,39,0
1,40,0
1,41,0
1,42,0
1,43,0
1,44,0
1,45,0
1,46,0
1,47,0
1,48,0
1,49,0
1,50,0
1,51,0
1,52,0
1,53,0
1,54,0
1,55,0
1,56,0
1,57,0
1,58,0
1,59,0
1,60,0
1,61,0
1,62,0
1,63,0
1,64,0
2,0,0
2,1,2
2,2,1
2,3,1
2,4,12
2,5,12
2,6,11
2,7,2
2,8,9
2,9,25
2,10,2
2,11,0
2,12,0
2,13,0
2,14,0
2,15,0
2,16,0
2,17,0
2,18,0
2,19,0
2,20,0
2,21,0
2,22,0
2,23,0
2,24,0
2,25,0
2,26,0
2,27,0
2,28,0
2,29,0
2,30,0
2,31,0
2,32,0
2,33,0
2,34,0
2,35,0
2,36,0
2,37,0
2,38,0
2,39,0
2,40,0
2,41,0
2,42,0
2,43,0
2,44,0
2,45,0
2,46,0
2,47,0
2,48,0
2,49,0
2,50,0
2,51,0
2,52,0
2,53,0
2,54,0
2,55,0
2,56,0
2,57,0
2,58,0
2,59,0
2,60,0
2,61,0
2,62,0
2,63,0
2,64,0
3,0,0
3,1,0
3,2,0
3,3,18
3,4,11
3,5,15
3,6,5
3,7,14
3,8,23
3,9,10
3,10,14
3,11,1
3,12,0
3,13,0
3,14,0
3,15,0
3,16,0
3,17,0
3,18,0
3,19,0
3,20,0
3,21,0
3,22,0
3,23,0
3,24,0
3,25,0
3,26,0
3,27,0
3,28,0
3,29,0
3,30,0
3,31,0
3,32,0
3,33,0
3,34,0
3,35,0
3,36,0
3,37,0
3,38,0
3,39,0
3,40,0
3,41,0
3,42,0
3,43,0
3,44,0
3,45,0
3,46,0
3,47,0
3,48,0
3,49,0
3,50,0
3,51,0
3,52,0
3,53,0
3,54,0
3,55,0
3,56,0
3,57,0
3,58,0
3,59,0
3,60,0
3,61,0
3,62,0
3,63,0
3,64,0
4,0,0
4,1,0
4,2,0
4,3,3
4,4,3
4,5,12
4,6,14
4,7,14
4,8,35
4,9,22
4,10,26
4,11,19
4,12,4
4,13,2
4,14,2
4,15,0
4,16,0
4,17,0
4,18,0
4,19,0
4,20,0
4,21,0
4,22,0
4,23,0
4,24,0
4,25,0
4,26,0
4,27,0
4,28,0
4,29,0
4,30,0
4,31,0
4,32,0
4,33,0
4,34,0
4,35,0
4,36,0
4,37,0
4,38,0
4,39,0
4,40,0
4,41,0
4,42,0
4,43,0
4,44,0
4,45,0
4,46,0
4,47,0
4,48,0
4,49,0
4,50,0
4,51,0
4,52,0
4,53,0
4,54,0
4,55,0
4,56,0
4,57,0
4,58,0
4,59,0
4,60,0
4,61,0
4,62,0
4,63,0
4,64,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,1
5,6,9
5,7,17
5,8,1
5,9,47
5,10,31
5,11,8
5,12,11
5,13,12
5,14,37
5,15,2
5,16,0
5,17,0
5,18,0
5,19,0
5,20,0
5,21,0
5,22,0
5,23,0
5,24,0
5,25,0
5,26,0
5,27,0
5,28,0
5,29,0
5,30,0
5,31,0
5,32,0
5,33,0
5,34,0
5,35,0
5,36,0
5,37,0
5,38,0
5,39,0
5,40,0
5,41,0
5,42,0
5,43,0
5,44,0
5,45,0
5,46,0
5,47,0
5,48,0
5,49,0
5,50,0
5,51,0
5,52,0
5,53,0
5,54,0
5,55,0
5,56,0
5,57,0
5,58,0
5,59,0
5,60,0
5,61,0
5,62,0
5,63,0
5,64,0
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,0
6,8,1
6,9,1
6,10,3
6,11,7
6,12,10
6,13,13
6,14,26
6,15,42
6,16,7
6,17,0
6,18,0
6,19,0
6,20,0
6,21,0
6,22,0
6,23,1
6,24,58
6,25,270
6,26,120
6,27,15
6,28,68
6,29,40
6,30,19
6,31,0
6,32,0
6,33,0
6,34,0
6,35,0
6,36,0
6,37,0
6,38,0
6,39,14
6,40,10
6,41,96
6,42,0
6,43,0
6,44,0
6,45,0
6,46,0
6,47,0
6,48,0
6,49,0
6,50,0
6,51,0
6,52,0
6,53,0
6,54,0
6,55,0
6,56,0
6,57,0
6,58,0
6,59,0
6,60,0
6,61,0
6,62,0
6,63,0
6,64,0
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,1
7,6,7
7,7,0
7,8,14
7,9,44
7,10,3
7,11,0
7,12,0
7,13,2
7,14,23
7,15,143
7,16,5
7,17,0
7,18,0
7,19,0
7,20,0
7,21,0
7,22,0
7,23,0
7,24,9
7,25,21
7,26,60
7,27,17
7,28,86
7,29,136
7,30,44
7,31,87
7,32,9
7,33,0
7,34,0
7,35,0
7,36,0
7,37,0
7,38,0
7,39,0
7,40,0
7,41,15
7,42,47
7,43,145
7,44,89
7,45,10
7,46,21
7,47,0
7,48,0
7,49,0
7,50,0
7,51,0
7,52,0
7,53,0
7,54,0
7,55,0
7,56,0
7,57,0
7,58,0
7,59,0
7,60,0
7,61,0
7,62,0
7,63,0
7,64,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,16
8,7,0
8,8,13
8,9,21
8,10,3
8,11,9
8,12,8
8,13,0
8,14,2
8,15,23
8,16,19
8,17,71
8,18,73
8,19,0
8,20,0
8,21,0
8,22,0
8,23,0
8,24,10
8,25,52
8,26,112
8,27,86
8,28,69
8,29,60
8,30,65
8,31,123
8,32,22
8,33,0
8,34,0
8,35,0
8,36,0
8,37,0
8,38,0
8,39,0
8,40,0
8,41,0
8,42,0
8,43,22
8,44,40
8,45,155
8,46,286
8,47,88
8,48,66
8,49,117
8,50,130
8,51,3
8,52,0
8,53,0
8,54,0
8,55,0
8,56,0
8,57,0
8,58,0
8,59,0
8,60,0
8,61,0
8,62,0
8,63,0
8,64,0
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,22
9,9,5
9,10,6
9,11,23
9,12,34
9,13,122
9,14,1
9,15,9
9,16,33
9,17,34
9,18,3
9,19,0
9,20,0
9,21,0
9,22,0
9,23,26
9,24,106
9,25,170
9,26,100
9,27,84
9,28,71
9,29,53
9,30,28
9,31,8
9,32,2
9,33,17
9,34,12
9,35,0
9,36,0
9,37,0
9,38,0
9,39,0
9,40,0
9,41,0
9,42,3
9,43,10
9,44,0
9,45,0
9,46,0
9,47,1
9,48,86
9,49,191
9,50,170
9,51,2
9,52,0
9,53,0
9,54,0
9,55,0
9,56,0
9,57,0
9,58,0
9,59,0
9,60,0
9,61,0
9,62,0
9,63,0
9,64,0
10,0,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,0
10,7,0
10,8,27
10,9,20
10,10,12
10,11,82
10,12,54
10,13,6
10,14,16
10,15,16
10,16,174
10,17,129
10,18,79
10,19,0
10,20,0
10,21,59
10,22,44
10,23,19
10,24,47
10,25,292
10,26,77
10,27,88
10,28,96
10,29,65
10,30,58
10,31,65
10,32,159
10,33,64
10,34,24
10,35,1
10,36,0
10,37,0
10,38,0
10,39,0
10,40,0
10,41,0
10,42,0
10,43,0
10,44,0
10,45,0
10,46,0
10,47,17
10,48,84
10,49,14
10,50,17
10,51,0
10,52,0
10,53,0
10,54,0
10,55,0
10,56,0
10,57,0
10,58,0
10,59,0
10,60,0
10,61,0
10,62,0
10,63,0
10,64,0
11,0,0
11,1,0
11,2,0
11,3,0
11,4,0
11,5,0
11,6,0
11,7,0
11,8,34
11,9,99
11,10,53
11,11,43
11,12,43
11,13,11
11,14,9
11,15,17
11,16,127
11,17,169
11,18,0
11,19,0
11,20,0
11,21,68
11,22,168
11,23,41
11,24,43
11,25,130
11,26,62
11,27,33
11,28,78
11,29,68
11,30,146
11,31,209
11,32,151
11,33,150
11,34,60
11,35,26
11,36,2
11,37,0
11,38,0
11,39,0
11,40,0
11,41,0
11,42,0
11,43,0
11,44,0
11,45,0
11,46,0
11,47,0
11,48,0
11,49,0
11,50,0
11,51,0
11,52,0
11,53,0
11,54,0
11,55,0
11,56,0
11,57,0
11,58,0
11,59,0
11,60,0
11,61,0
11,62,0
11,63,0
11,64,0
12,0,0
12,1,0
12,2,0
12,3,0
12,4,0
12,5,0
12,6,0
12,7,5
12,8,164
12,9,65
12,10,53
12,11,167
12,12,136
12,13,187
12,14,46
12,15,40
12,16,136
12,17,63
12,18,0
12,19,0
12,20,0
12,21,20
12,22,186
12,23,130
12,24,90
12,25,39
12,26,17
12,27,279
12,28,141
12,29,345
12,30,237
12,31,98
12,32,130
12,33,162
12,34,232
12,35,154
12,36,243
12,37,0
12,38,0
12,39,0
12,40,0
12,41,0
12,42,0
12,43,0
12,44,0
12,45,0
12,46,0
12,47,0
12,48,0
12,49,0
12,50,13
12,51,0
12,52,0
12,53,0
12,54,0
12,55,0
12,56,0
12,57,0
12,58,0
12,59,0
12,60,0
12,61,0
12,62,0
12,63,0
12,64,0
13,0,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,0
13,6,0
13,7,4
13,8,22
13,9,0
13,10,0
13,11,17
13,12,0
13,13,17
13,14,27
13,15,30
13,16,218
13,17,103
13,18,0
13,19,0
13,20,0
13,21,0
13,22,42
13,23,418
13,24,361
13,25,242
13,26,84
13,27,165
13,28,405
13,29,820
13,30,411
13,31,81
13,32,114
13,33,109
13,34,213
13,35,231
13,36,74
13,37,4
13,38,0
13,39,0
13,40,0
13,41,0
13,42,0
13,43,0
13,44,0
13,45,0
13,46,0
13,47,0
13,48,0
13,49,0
13,50,0
13,51,0
13,52,0
13,53,0
13,54,0
13,55,0
13,56,0
13,57,0
13,58,0
13,59,0
13,60,0
13,61,0
13,62,0
13,63,0
13,64,0
14,0,0
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,0
14,7,0
14,8,0
14,9,0
14,10,0
14,11,0
14,12,0
14,13,0
14,14,0
14,15,0
14,16,0
14,17,0
14,18,0
14,19,0
14,20,0
14,21,0
14,22,0
14,23,4
14,24,149
14,25,32
14,26,64
14,27,42
14,28,358
14,29,1206
14,30,393
14,31,380
14,32,348
14,33,358
14,34,168
14,35,157
14,36,135
14,37,38
14,38,5
14,39,4
14,40,23
14,41,33
14,42,10
14,43,0
14,44,0
14,45,0
14,46,0
14,47,0
14,48,0
14,49,116
14,50,30
14,51,129
14,52,32
14,53,0
14,54,0
14,55,0
14,56,0
14,57,0
14,58,0
14,59,0
14,60,0
14,61,0
14,62,0
14,63,0
14,64,0
15,0,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0
15,6,0
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,16,0
15,17,0
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,1
15,24,2
15,25,183
15,26,217
15,27,53
15,28,82
15,29,648
15,30,527
15,31,696
15,32,690
15,33,187
15,34,476
15,35,358
15,36,362
15,37,111
15,38,160
15,39,178
15,40,25
15,41,13
15,42,29
15,43,38
15,44,40
15,45,61
15,46,14
15,47,53
15,48,96
15,49,62
15,50,44
15,51,52
15,52,22
15,53,0
15,54,0
15,55,0
15,56,0
15,57,0
15,58,0
15,59,0
15,60,0
15,61,0
15,62,0
15,63,0
15,64,0
16,0,0
16,1,0
16,2,0
16,3,0
16,4,0
16,5,0
16,6,0
16,7,0
16,8,0
16,9,0
16,10,0
16,11,0
16,12,0
16,13,0
16,14,0
16,15,0
16,16,0
16,17,0
16,18,0
16,19,0
16,20,0
16,21,0
16,22,0
16,23,33
16,24,244
16,25,42
16,26,106
16,27,160
16,28,386
16,29,821
16,30,594
16,31,607
16,32,502
16,33,408
16,34,240
16,35,141
16,36,451
16,37,398
16,38,188
16,39,47
16,40,108
16,41,96
16,42,183
16,43,414
16,44,295
16,45,197
16,46,122
16,47,61
16,48,82
16,49,73
16,50,43
16,51,33
16,52,16
16,53,0
16,54,0
16,55,0
16,56,0
16,57,0
16,58,0
16,59,0
16,60,0
16,61,0
16,62,0
16,63,0
16,64,0
17,0,0
17,1,0
17,2,0
17,3,0
17,4,0
17,5,0
17,6,0
17,7,0
17,8,0
17,9,0
17,10,0
17,11,0
17,12,0
17,13,0
17,14,0
17,15,0
17,16,0
17,17,0
17,18,0
17,19,0
17,20,0
17,21,0
17,22,0
17,23,0
17,24,26
17,25,68
17,26,282
17,27,226
17,28,650
17,29,847
17,30,678
17,31,622
17,32,556
17,33,720
17,34,410
17,35,79
17,36,264
17,37,529
17,38,516
17,39,303
17,40,350
17,41,554
17,42,644
17,43,615
17,44,209
17,45,173
17,46,109
17,47,164
17,48,94
17,49,41
17,50,19
17,51,17
17,52,9
17,53,0
17,54,0
17,55,0
17,56,0
17,57,0
17,58,0
17,59,0
17,60,0
17,61,0
17,62,0
17,63,0
17,64,0
18,0,0
18,1,0
18,2,0
18,3,0
18,4,0
18,5,0
18,6,0
18,7,0
18,8,0
18,9,0
18,10,0
18,11,0
18,12,0
18,13,0
18,14,0
18,15,0
18,16,0
18,17,0
18,18,0
18,19,0
18,20,0
18,21,0
18,22,0
18,23,0
18,24,0
18,25,87
18,26,97
18,27,2304
18,28,180
18,29,344
18,30,814
18,31,768
18,32,702
18,33,836
18,34,748
18,35,160
18,36,14
18,37,2
18,38,236
18,39,335
18,40,400
18,41,401
18,42,222
18,43,540
18,44,206
18,45,208
18,46,182
18,47,81
18,48,76
18,49,119
18,50,64
18,51,61
18,52,16
18,53,0
18,54,0
18,55,0
18,56,0
18,57,0
18,58,0
18,59,0
18,60,0
18,61,0
18,62,0
18,63,0
18,64,0
19,0,0
19,1,0
19,2,0
19,3,0
19,4,0
19,5,0
19,6,0
19,7,0
19,8,0
19,9,0
19,10,0
19,11,0
19,12,0
19,13,0
19,14,0
19,15,0
19,16,0
19,17,0
19,18,0
19,19,0
19,20,0
19,21,0
19,22,0
19,23,41
19,24,122
19,25,22
19,26,122
19,27,30
19,28,269
19,29,270
19,30,570
19,31,493
19,32,1048
19,33,1229
19,34,461
19,35,151
19,36,94
19,37,60
19,38,23
19,39,48
19,40,5
19,41,154
19,42,153
19,43,152
19,44,223
19,45,134
19,46,264
19,47,46
19,48,119
19,49,151
19,50,86
19,51,54
19,52,12
19,53,0
19,54,0
19,55,0
19,56,0
19,57,0
19,58,0
19,59,0
19,60,0
19,61,0
19,62,0
19,63,0
19,64,0
20,0,0
20,1,0
20,2,0
20,3,0
20,4,0
20,5,0
20,6,0
20,7,0
20,8,0
20,9,0
20,10,0
20,11,0
20,12,0
20,13,0
20,14,0
20,15,0
20,16,0
20,17,0
20,18,0
20,19,0
20,20,0
20,21,0
20,22,0
20,23,29
20,24,199
20,25,400
20,26,699
20,27,139
20,28,415
20,29,707
20,30,416
20,31,245
20,32,1
20,33,57
20,34,136
20,35,32
20,36,21
20,37,45
20,38,4
20,39,25
20,40,15
20,41,75
20,42,51
20,43,151
20,44,69
20,45,101
20,46,115
20,47,224
20,48,206
20,49,190
20,50,157
20,51,67
20,52,2
20,53,0
20,54,0
20,55,0
20,56,0
20,57,0
20,58,0
20,59,0
20,60,0
20,61,0
20,62,0
20,63,0
20,64,0
21,0,0
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,0
21,8,0
21,9,0
21,10,0
21,11,0
21,12,0
21,13,0
21,14,0
21,15,0
21,16,0
21,17,0
21,18,0
21,19,0
21,20,0
21,21,0
21,22,0
21,23,0
21,24,233
21,25,450
21,26,1509
21,27,829
21,28,35
21,29,200
21,30,172
21,31,115
21,32,0
21,33,1
21,34,68
21,35,33
21,36,20
21,37,51
21,38,80
21,39,125
21,40,89
21,41,7
21,42,16
21,43,56
21,44,119
21,45,63
21,46,104
21,47,17
21,48,23
21,49,139
21,50,179
21,51,101
21,52,51
21,53,18
21,54,0
21,55,0
21,56,0
21,57,0
21,58,0
21,59,0
21,60,0
21,61,0
21,62,0
21,63,0
21,64,0
22,0,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,0
22,7,0
22,8,0
22,9,0
22,10,0
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
22,22,0
22,23,0
22,24,470
22,25,379
22,26,706
22,27,127
22,28,0
22,29,223
22,30,3
22,31,3
22,32,29
22,33,86
22,34,31
22,35,126
22,36,127
22,37,120
22,38,200
22,39,290
22,40,65
22,41,0
22,42,13
22,43,267
22,44,199
22,45,27
22,46,78
22,47,12
22,48,0
22,49,16
22,50,13
22,51,24
22,52,41
22,53,12
22,54,18
22,55,0
22,56,0
22,57,0
22,58,0
22,59,0
22,60,0
22,61,0
22,62,0
22,63,0
22,64,0
23,0,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,330
23,25,326
23,26,238
23,27,433
23,28,1
23,29,29
23,30,40
23,31,21
23,32,275
23,33,309
23,34,169
23,35,142
23,36,254
23,37,443
23,38,443
23,39,343
23,40,12
23,41,20
23,42,40
23,43,27
23,44,13
23,45,10
23,46,26
23,47,20
23,48,3
23,49,25
23,50,1
23,51,0
23,52,5
23,53,33
23,54,18
23,55,0
23,56,0
23,57,0
23,58,0
23,59,0
23,60,0
23,61,0
23,62,0
23,63,0
23,64,0
24,0,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,41
24,25,223
24,26,71
24,27,29
24,28,201
24,29,7
24,30,232
24,31,89
24,32,179
24,33,114
24,34,247
24,35,185
24,36,284
24,37,483
24,38,556
24,39,552
24,40,4
24,41,35
24,42,117
24,43,112
24,44,100
24,45,27
24,46,34
24,47,41
24,48,18
24,49,18
24,50,8
24,51,22
24,52,3
24,53,3
24,54,4
24,55,0
24,56,0
24,57,0
24,58,0
24,59,0
24,60,0
24,61,0
24,62,0
24,63,0
24,64,0
25,0,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,0
25,7,0
25,8,0
25,9,0
25,10,0
25,11,0
25,12,0
25,13,0
25,14,0
25,15,0
25,16,0
25,17,0
25,18,0
25,19,0
25,20,0
25,21,0
25,22,0
25,23,0
25,24,0
25,25,187
25,26,417
25,27,28
25,28,113
25,29,134
25,30,6
25,31,324
25,32,283
25,33,243
25,34,137
25,35,43
25,36,108
25,37,277
25,38,210
25,39,14
25,40,0
25,41,3
25,42,87
25,43,116
25,44,37
25,45,36
25,46,14
25,47,37
25,48,21
25,49,2
25,50,4
25,51,4
25,52,7
25,53,0
25,54,0
25,55,0
25,56,0
25,57,0
25,58,0
25,59,0
25,60,0
25,61,0
25,62,0
25,63,0
25,64,0
26,0,0
26,1,0
26,2,0
26,3,0
26,4,0
26,5,0
26,6,0
26,7,0
26,8,0
26,9,0
